,File,Sources,Actions,Targets,Districts,Provinces
74,20151002_9235.txt,"('طالبان',)","('مقتل', 'تحطم', 'قتل', 'تحطم', 'تحطم', 'مقتل', 'تحطم')","('امريكيين', 'طائرة نقل عسكرية', 'امريكيين', 'مدنيين', 'طائرة النقل العسكرية', 'طائرة النقل الأمريكية', 'شخصا', 'الطائرة')",,"('نانجارهار', 'نانجارهار')"
75,20151012_9826.txt,,"('مقتل', 'تحطم', 'حتفهم', 'تحطم')","('الناتو', 'مروحية', 'الناتو', 'مروحية')","('كابول', 'كابول')",
76,20170228_2618.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'هجوم', 'مقتل', 'هجوم', 'هجوم')","('الشرطة', 'الشرطة', 'الشرطة')","('لشكر كاه',)","('هلمند', 'هلمند')"
77,20140112_440.txt,"('طالبان', 'طالبان', 'طالبان')","('تفجير انتحاري', 'استهدف', 'تفجير انتحاري', 'استهدف', 'مقتل', 'إصابة', 'الهجوم', 'أصيبوا', 'أصيبوا')","('شرطة', 'شرطة', 'شرطيين', 'شخصاً', 'شرطة', 'المدنيين')","('كابول', 'كابول', 'كابول')",
78,20180120_960.txt,"('مهاجمين', 'مهاجمين', 'طالبان')","('هجوم', 'يستهدف', 'اطلاق النار', 'اضرموا النار', 'اغلاق', 'هجوم')","('فندق', 'فندق', 'نزلائه', 'الفندق', 'الطرق الرئيسية', 'فندق')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
79,20150429_4103.txt,,"('مقتل', 'إصابة', 'انفجار', 'مصرعهم', 'أصيب', 'انفجار', 'مقتل', 'إصابة', 'قتل', 'مصاب')","('طفلان', 'الشرطة', 'الشرطة')",,"('خوست', 'خوست')"
80,20170413_4293.txt,"('أمريكا', 'الولايات المتحدة', 'الجيش الأمريكي')","('تستخدم', 'قصفت', 'قنبلة', 'القنبلة', 'مقتل')","('أم القنابل', 'داعش', 'داعش', 'نانجارهار', 'جندي أمريكي', 'داعش')",,"('نانجارهار',)"
81,20150808_7423.txt,,"('مقتل', 'هجوم', 'قتل', 'هجوم', 'هجمات انتحارية', 'قتل', 'هجمات', 'تفجير')","('حلف الأطلسي', 'المتمردين', 'حلف شمال الأطلسي', 'المتمردين', 'حلف الأطلسي', 'معسكر ""انتجريتي""')","('كابول', 'كابول', 'كابول', 'كابول')",
82,20180423_5050.txt,"('داعش',)","('الهجوم الإرهابي', 'الهجوم الإرهابي', 'قتيلا', 'جرح', 'لهجمات الإرهابية')","('العشرات',)","('كابول', 'كابول', 'العاصمة الأفغانية', 'كابول')",
83,20180111_576.txt,"('طالبان', 'داعش', 'داعش', 'طالبان', 'المسلحين', 'داعش', 'طالبان', 'طالبان', 'داعش', 'داعش', 'طالبان', 'المسلحين', 'المسلحين', 'المسلحين', 'داعش', 'طالبان', 'المسلحين')","('يتصالحون', 'يسلمون أسلحتهم', 'ينضمون', 'انضموا', 'انضموا', 'تصالحوا', 'سلمت أسلحتها', 'تمرد', 'انضموا', 'انضموا', 'تمردا')","('الحكومة الأفغانية', 'عملية السلام', 'عملية السلام', 'عملية السلام', 'الحكومة', 'عملية السلام', 'عملية السلام', 'عملية السلام', 'الحكومة')","('خوجياني', 'خوجياني', 'خوجياني', 'باشر أجام', 'شابارهار')","('ننجارهار', 'ننجارهار', 'ننجارهار', 'بلخ شمال')"
84,20181030_1373.txt,"('داعش', 'طالبان', 'طالبان', 'الاستخبارات الأفغانية', 'الجيش', 'طالبان', 'الحركة', 'طالبان', 'طالبان', 'طالبان', 'انتحاري', 'الشرطة', 'داعش', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طائرة', 'طالبان', 'طالبان', 'القوة الخاصة', 'الحركة', 'الاستخبارات الأفغانية', 'الاستخبارات الأفغانية', 'طالبان', 'الاستخبارات الأفغانية', 'القوة الخاصة', 'الاستخبارات الأفغانية', 'طالبان', 'الاستخبارات الأفغانية', 'طالبان', 'الحركة', 'طالبان', 'الحركة', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('إصابة', 'هجوم انتحاري', 'تقصف', 'العمليات', 'الهجمات', 'استهداف', 'قصفت', 'تسيطر', 'أطلقت', 'قصف', 'هجوم', 'استهدف', 'فجّر', 'جرح', 'اعتداء', 'اعتداء', 'اعتداء', 'مقتل', 'جرح', 'رصدت', 'أصابت', 'جرح', 'أصيبوا', 'هجوم', 'تفجير', 'الهجمات', 'استهدف', 'هددت', 'استهداف', 'مقتل', 'اعتداء', 'العمليات', 'اغتيال', 'قتل', 'أصيب', 'اعتداء', 'إسقاط', 'صور', 'إسقاط', 'إسقاط', 'قتل', 'حتفهم', 'مصرع', 'اشتباك', 'نصب كمين', 'قتل', 'مصرع', 'اشتباك', 'قتل', 'أصيبوا', 'أسر', 'هجوم', 'التراجع', 'الانسحاب', 'مقتل', 'القبض', 'القبض على', 'إطلاق نار', 'مقتل', 'مقتل', 'مقتل', 'تحذير', 'العمليات', 'إفشال', 'قصف', 'مصرع', 'معارك', 'حتفهم', 'اشتباك', 'انخفض', 'التفجير الانتحاري')","('مسؤولين', 'لجنة الانتخابات', 'الرئيس غني', 'الحكومة الأفغانية', 'قوات', 'طالبان', 'اجتماعا', 'الرئيس الأفغاني', 'الرئيس الأفغاني أشرف غني', 'أشرف غني', 'قوات', 'اجتماعا', 'قيادات أمنية', 'الحكومة الأفغانية', 'أشرف غني', 'أراضي', 'مكان الاجتماع', 'الاجتماع', 'موقع', 'القوات الحكومية', 'مقرّ المفوضية المستقلة للانتخابات', 'موقع', 'مفوضية الانتخابات', 'شرطي', 'أشخاص', 'موظف', 'شرطي', 'المنفّذ', 'مسؤولين', 'شرطي', 'مفوضية الانتخابات', 'مفوضية الانتخابات', 'موظف', 'الناخبين', 'قائد', 'قائد الشرطة', 'قائد الشرطة المحلية', 'الجنرال', 'الجنرال عبد الرزاق', 'عبد الرزاق', 'موظف', 'حارس شخصي', 'حارس شخصي لحاكم الولاية', '، قائد المخابرات', 'قائد', 'شخصا', 'الجنرال', 'الجنرال الأميركي', 'الجنرال الأميركي جيفري سمايلي', 'جيفري سمايلي', 'قوات', 'قائد', 'الجنرال', 'الاجتماع', 'طائرة تجسس أميركية', 'طائرة', 'قوات', 'طالبان', 'طائرة', 'طائرة', 'طائرة استطلاع', 'طائرة استطلاع وتجسس أميركية', 'قادة', 'قوات', 'طالبان', 'مساعدي', 'شخصا', 'قوات', 'طالبان', 'حاكم الظل', 'الاستخبارات الأفغانية', 'قوات', 'قوات', 'طالبان', 'حاكم الظل', 'حاكم الظل مولى محمود', 'مولى محمود', 'افتخار', 'طالبان', 'خنجر', 'كمران', 'لغماني', 'حقيار', 'ساجد', 'غاشي', 'سيد ولي', 'الميليشيا التابعة للحكومة', 'الميليشيا', 'رجال الميليشيا', 'الميليشيا', 'الميليشيا الحكومية', 'الميليشيا التابعة للحكومة', 'الميليشيا', 'الميليشيا', 'القوات الحكومية', 'القوات الحكومية', 'قادة', 'قوات', 'قائد', 'قائد شرطة', 'الجنرال', 'الجنرال عبد الرزاق', 'عبد الرزاق', 'قائد الشرطة', 'قادة', 'قادة الأجهزة الأمنية', 'السكان', 'السكان المحليين', 'المحليين', 'انتخابات مجلس النواب الأفغاني', 'مراكز اقتراع', 'مراكز التصويت', 'القوات الحكومية', 'القوات الحكومية', 'مقاتلي الحركة', 'الحكومة الأفغانية', 'الأفيون', 'لجنة الانتخابات')","('كابل', 'لشكرجاه', 'كابل', 'كابل', 'كابل', 'كابل', 'قندهار', 'قندهار', 'مياوند', 'قندهار', 'غوراك', 'شوراباك', 'معروف', 'راغستان', 'ميان شين', 'نيش', 'شاوليكوت', 'مياوند', 'أرغستان', 'بولدك', 'تختا بول', 'كرا ومنجان', 'كابل')","('هلمند', 'هلمند', 'بكتيكا', 'قندهار', 'ننجرهار', 'ننجرهار', 'أورزجان', 'أورزجان', 'قندهار', 'قندهار', 'قندهار', 'بدخشان')"
85,20170403_3895.txt,"('القوات الأمريكية', 'قوات الشرطة الأفغانية', 'القوات الأمريكية', 'القوات الأفغانية والأمريكية')","('مقتل', 'عمليات أمنية', 'مقتل', 'العمليات الأمنية', 'الغارات الجوية', 'قتل', 'العمليات الأمنية', 'قتل', 'الغارات الجوية', 'الغارات الجوية', 'دمرت', 'عمليات أمنية')","('داعش', 'داعش', 'الأسلحة', 'المعدات العسكرية', 'داعش')","('أشين',)","('نانجارهار', 'نانجارهار')"
86,20151003_9379.txt,"('طالبان', 'طالبان', 'طالبان')","('إسقاط', 'إسقاط', 'إسقاط', 'تحطم', 'مقتل', 'لقوا مصرعهم', 'تحطم', 'قتل', 'تحطم')","('طائرة أميركية', 'طائرة نقل عسكرية أميركية', 'الطائرة', 'القوات الأجنبية', 'أشخاص', 'طائرة نقل عسكرية أميركية', 'عسكريين', 'الطائرة', 'مدنيون', 'الطائرة')",,
87,20141211_11061.txt,,"('قتل', 'تفجير', 'الهجوم الانتحاري', 'قتل', 'مقتل', 'اصابة')","('مدرسة فرنسية', 'مدرسة ثانوية', 'لمركز الثقافي الفرنسي', 'الناس')","('كابول', 'كابول', 'كابول')",
88,20170111_87.txt,"('طالبان', 'طالبان', 'مهاجم انتحاري')","('استهدفت', 'قتلي', 'جرحي', 'تفجيرات انتحارية', 'أصيب', 'هجوم انتحاري', 'انفجاران', 'قتلوا', 'أصيب', 'الهجوم', 'قتلي', 'أصيب', 'الهجوم', 'الهجوم', 'تفجير', 'استهدف', 'الهجوم', 'استهدف', 'قتيل', 'جريح', 'فجر', 'تفجير', 'قتل', 'أصيب', 'فجر')","('فندقا', 'مخابرات الأفغانية', 'البرلمان', 'طريق دار الأمان', 'البرلمان', 'فندقا', 'مديرية الأمن الوطني', 'مخابرات الأفغانية', 'مخابرات الأفغانية')","('كابول', 'كابول', 'كابول', 'دار الأمان')","('هلمند', 'قندهار', 'هلمند')"
89,20181018_746.txt,"('طالبان',)","('هجوم', 'مقتل', 'إصابة', 'أصيبا', 'هجوم', 'إطلاق النار', 'أصيبوا', 'هجوم', 'أودى بحياة', 'قتل', 'هجوم', 'هجوم', 'قتل', 'قتل', 'هجوم', 'اغتيال', 'هجوم', 'قتل')","('قيادي أفغاني', 'أمريكيين', 'أمريكيين', 'أمريكيين', 'الجنرال', 'الجنرال عبد الرازق أشكزاي', 'قائد الشرطة', 'الجنرال', 'قائد الشرطة', 'قائد الشرطة', 'مدير قندهار لجهاز المخابرات', 'الحليف الأمريكي', 'أمريكيين', 'قيادي أفغاني')",,"('قندهار', 'قندهار', 'قندهار', 'قندهار', 'قندهار', 'قندهار')"
90,20150315_2554.txt,"('القاعدة', 'الحكومة الافغانية', 'القاعدة')","('خطف', 'دفع فدية', 'خطف', 'دفع فدية')","('القاعدة', 'دبلوماسي افغاني', 'القاعدة', 'القاعدة', 'القاعدة', 'القاعدة')",,
91,20140325_2226.txt,"('مسلحون', 'طالبان')","('الهجوم', 'الهجوم', 'اقتحموا', 'قتلوا', 'الهجوم')","('فندق', 'فندق', 'فندق', 'أشخاص', 'أجانب', 'صحافي أفغاني')","('كابول', 'كابول', 'كابول')",
92,20170430_5193.txt,"('القوات الأمنية', 'قوات الدفاع', 'الأمن الوطني', 'قوات الأمن', 'قوات الأمن', 'قوات الأمن')","('مقتل', 'مقتل', 'العملية العسكرية', 'مقتل', 'القتلى', 'صادرت')","('مسلحا', 'مسلحا', 'مسلحا', 'داعش', 'أسلحة')",,"('كونار', 'ورداك', 'ننجرهار', 'زابول', 'لاغور', 'قندوز')"
93,20170316_3366.txt,,"('مقتل', 'إصابة', 'مقتل', 'إصابة', 'غارات جوية', 'قتلى', 'الغارات الجوية', 'تحرير')","('طالبان', 'طالبان', 'طالبان', 'رهينة', 'طالبان', 'طالبان')",,"('هلمند', 'هلمند')"
94,20180121_940.txt,"('مسلحون', 'نزلاء', 'موظفون', 'السفارة الأميركية', 'القوات الخاصة الأفغانية', 'المهاجمين', 'طالبان')","('قتلى', 'هجوم مسلح', 'قتل', 'هجوم', 'هاجم', 'احتجزوا', 'إطلاق النار', 'حريق', 'فر', 'قُتلوا', 'أصيب', 'تحذير', 'قُتلا', 'احتجزوا', 'هجوم')","('فندق', 'أشخاص', 'فندق', 'فندق انتركونتيننتال', 'فندق', 'فندق انتركونتيننتال', 'رهائن', 'قوات الأمن', 'المبنى', 'أشخاص', 'مهاجمين', 'موظفي', 'نزلاء', 'رهائن', 'فندق', 'فندق انتركونتيننتال')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
95,20181031_1371.txt,,"('قتل', 'تحطم', 'قتل', 'تحطم', 'تحطم', 'تحطم', 'قتل')","('العسكريين الافغان', 'مروحية', 'عسكريين', 'المسؤولين', 'مروحية', 'عسكريين', 'المسؤولين', 'مروحية', 'مروحية', 'المسؤولين', 'عسكريين', 'رئيس مجلس بلدية فراة', 'نعمت الله خليل', 'اعضاء المجلس', 'شخص')","('فراة',)",
96,20150806_7256.txt,"('طالبان', 'طالبان', 'داعش', 'طالبان', 'طالبان', 'طالبان', 'داعش', 'طالبان', 'طالبان', 'داعش', 'طالبان', 'طالبان', 'داعش', 'طالبان', 'داعش', 'طالبان', 'داعش', 'طالبان')","('وفاة', 'وفاة', 'وفاة', 'وفاة')","('الملا عمر', 'الملا محمد عمر', 'الملا عمر', 'الملا عمر', 'الملا عمر', 'الملا عمر', 'الملا عمر')",,
97,20180416_4826.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'المتطرفين', 'طالبان')","('الحرب', 'الحرب', 'الحرب', 'الحرب', 'هددتهما', 'حرق', 'النهب', 'نهب', 'الحرب', 'تدمير')","('طلوع نيوز', 'تي في1', 'راديو تلفزيون دولتي', 'المبنى')","('كابل', 'كابل', 'كابل', 'كابل', 'وزير أكبر خان', 'كابل', 'كابل', 'كابل')",
98,20181008_349.txt,"('الجيش الأميركي', 'الجيش الأميركي', 'جيش الأميركي')","('استخدم', 'استخدم', 'الغزو الأميركي', 'حصل')","('الفياغرا', 'طالبان', 'المعلومات')",,
