,File,Sources,Actions,Targets,Districts,Provinces
122,20181204_3311.txt,,,,,
123,20120827_3002.txt,"('جندي افغاني', 'جنود افغان', 'طالبان')","('مقتل', 'قطع رؤوس', 'قتل', 'قتل', 'هجوم', 'قتل', 'قطع الرأس', 'هجوم', 'قتل', 'هاجم', 'هجمات', 'هاجم', 'قتل', 'قتل', 'هجوم', 'قطع رؤوس', 'قطع رؤوس')","('جنديا', 'مدنيا', 'جنديان', 'حلف شمال الاطلسي', 'جنود افغان', 'قرويا', 'قوة الحلف الاطلسي', 'الناتو', 'جنود', 'جنود', 'الناتو', 'قوة الاطلسي', 'قوة الاطلسي', 'جنود افغان', 'جنود', 'جنود', 'قوة الاطلسي', 'جنود', 'قرويا', 'امرأتان', 'رجلا', 'اشخاص')","('كابول',)","('هلمند', 'واشير', 'هلمند', 'هلمند')"
124,20140427_3340.txt,,,,,
125,20140627_5171.txt,"('طالبان', 'طالبان', 'قوات الأمن الأفغانية')","('مقتل', 'إصابة', 'الاشتباكات', 'إصابات')","('مدنيين', 'مدنيا', 'القوات الأفغانية', 'مدنيين')",,"('هلمند', 'هلمند', 'هلمند')"
126,20150226_2150.txt,"('طالبان', 'طالبان', 'ذبيح الله مجاهد')","('انفجار', 'يستهدف', 'التفجير', 'لم يكن يستهدف')","('أمريكيين', 'أتراكا')","('كابول',)",
127,20181108_1784.txt,"('طالبان', 'طالبان', 'مسلحون', 'طالبان')","('مصرع', 'هجمات', 'هجمات', 'مصرع', 'هاجم', 'قتلوا', 'أصيب', 'هجمات')","('القوات الأفغانية', 'المدنيين', 'جنود', 'الجيش', 'جنود', 'قوات الأمن', 'المنشآت الحكومية')","('خواجة غار', 'دشت آرتشي')","('تاخار', 'غزني', 'تاخار')"
128,20180321_4003.txt,,"('الهجوم الإرهابي', 'التفجير الإرهابي', 'مقتل', 'إصابة')","('جامعة كابول', 'جامعة كابول', 'شخصاً')",,
129,20111113_5766.txt,,,,,
130,2008110202.txt,,,,,
131,20170325_3667.txt,"('قوات الأمن الأفغانية', 'قوات الأمن الأفغانية', 'جماعات مسلحة')","('تحبط محاولة لتفجير', 'مناهضة', 'استهداف')","('مسجد', 'مسجد', 'حكومة', 'المصلين', 'مسجد')",,"('ساري بول',)"
132,20170228_2602.txt,,,,,
133,20151210_12161.txt,"('طالبان', 'طالبان', 'طالبان')","('حصار', 'قتل', 'حصار', 'هجوم', 'تسللوا', 'قتل', 'هجوم', 'هجوم', 'هجوم', 'قتل')","('مطار', 'مطار', 'شرطيان', 'مدنياً', 'مطار', 'متمردي', 'طالبان', 'مطار', 'المدنيين', 'القواعد الجوّية الأفغانية', 'قوات الأمن', 'المدنيين')","('قندهار', 'قندهار', 'قندهار')",
134,20120208_3117.txt,,,,,
135,20140331_2452.txt,,,,,
136,20141213_11149.txt,"('طالبان', 'طالبان', 'المهاجمين', 'قوات أفغانية')","('يقتلون', 'قتلت', 'فتحوا النار', 'هجوم', 'مقتل', 'اعتقال')","('عمال إزالة الألغام', 'عمال إزالة الألغام', 'مسلحين')",,"('هلمند',)"
137,20150223_2046.txt,,,,,
138,20110902_4395.txt,,,,,
139,20110802_3779.txt,,,,,
140,20140807_6288.txt,"('السلطات الأفغانية', 'الاستخبارات الأفغانية', 'السلطات الأفغانية')","('تصادر', 'اعتقال')","('متفجرات', 'شخصين', 'متفجرات', 'متفجرات')",,"('لغمان', 'لغمان')"
141,20140722_5921.txt,"('طالبان',)","('مقتل', 'عملية انتحارية', 'مقتل', 'عملية انتحارية', 'انفجار', 'قتل', 'اصيب')","('اجانب', 'أجانب', 'مجمع للاجانب', 'اجانب', 'اجانب')","('كابول', 'العاصمة', 'كابول', 'كابول')",
142,20140930_8394.txt,,,,,
143,20140329_2363.txt,"('مسلحون', 'مسلحين', 'مسلحين', 'طالبان', 'مسلحين')","('يهاجمون', 'هاجموا', 'تشتبك', 'انفجارا', 'اطلاق نار', 'انفجرت')","('مقر اللجنة الانتخابية', 'مقر اللجنة الانتخابية', 'قوات الامن')","('كابول', 'كابول', 'كابول')",
144,20170412_4190.txt,"('القوة الجوية', 'قوات الأمن الأفغانية', 'القوات الأمنية', 'داعش', 'القوات الأفغانية والأمريكية')","('مقتل', 'مقتل', 'قتلوا', 'عمليات التطهير الأمنية', 'تدمير', 'عملياته المسلحة', 'منع')","('مسلحا', 'داعش', 'مسلحا', 'داعش', 'المسلحين', 'الأسلحة', 'المعدات العسكرية', 'داعش')","('آشين', 'آشين')","('نانجارهار', 'نانجارهار')"
145,20140104_234.txt,"('متمردون', 'مسلحين', 'رجال الحرس', 'طالبان')","('مقتل', 'هجوم', 'قتل', 'هاجم', 'هاجموا', 'فجروا', 'اطلقوا النار', 'لقى حتفه', 'قتل', 'هجوم', 'قتل')","('جندي', 'الناتو', 'قاعدة عسكرية', 'جندي', 'حلف شمال الاطلسي', 'الناتو', 'قاعدة عسكرية', 'القاعدة', 'القاعدة', 'الحراس', 'المهاجمين', 'طالبان', 'رجال المخابرات', 'ضابط')","('غانى خيل',)","('نانجارهار', 'خوست')"
146,20170207_1797.txt,"('الانتحاري', 'الشرطة', 'الشرطة', 'طالبان')","('قتيلا', 'هجوم انتحاري', 'اعتداء انتحاري', 'استهدف', 'اعتداء', 'قتيلا', 'فجر', 'اغلقت', 'اغلقت', 'اعتداء', 'استهدف', 'قتيلا', 'استهدف', 'اعتداء', 'قتيلا', 'فجر', 'هددت', 'قتيلا')","('المحكمة العليا', 'المحكمة العليا', 'المحكمة العليا', 'الطرق', 'الطريق', 'برلمان', 'المحكمة العليا', 'المحكمة العليا')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
147,20141231_11914.txt,"('طالبان', 'مسلحون', 'طالبان', 'مسلحون', 'مجموعة مسلحة', 'قوات الأمن', 'قوات الأمن')","('مصرع', 'هجومين', 'مصرع', 'هجومين', 'قتلوا', 'جرح', 'الهجوم', 'دخلت', 'فتحت النار', 'فرت', 'مقتل', 'نقلوا', 'علاج', 'قتل', 'اشتباك', 'الهجوم', 'مقتل', 'اشتباك')","('أشخاص', 'أشخاص', 'رجال الشرطة', 'أشخاص', 'مدنيين', 'شرطي', 'سوقا', 'أشخاص', 'المصابين', 'المستشفيات', 'ا', 'رجال الشرطة', 'طالبان')","('باتي كوت', 'سانجين')","('نانغارهار', 'هلمند', 'نانغارهار', 'هلمند')"
148,20150412_3518.txt,,,,,
149,20170217_2284.txt,,,,,
150,20141016_8972.txt,,"('مقتل', 'تفجير', 'قتل', 'انفجار', 'انفجار')","('قاضيين', 'قاضيان', 'محكمة', 'قاضيين', 'محكمة')","('كابول',)","('باغلان', 'باغلان')"
151,20140929_8316.txt,,,,,
152,20150809_7498.txt,"('طالبان', 'طالبان')","('تشنق', 'شنق')","('امرأة', 'امرأة')",,"('بدخشان',)"
153,20150629_5867.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'مقتل', 'قتل', 'فروا', 'الهجوم')",,"('كرخ',)","('هيرات',)"
154,20140106_23.txt,"('طالبان', 'القوات الأفغانية', 'إيساف', 'القوات الأفغانية', 'إيساف')","('مقتل', 'مقتل', 'عمليات تطهير')","('مسلحا', 'مسلحا', 'طالبان')",,"('نانغارهار', 'لاغمان', 'قندهار', 'زابول', 'غازني', 'باكتيكا', 'باكتيا')"
155,20150716_6581.txt,,,,,
156,20110221_868.txt,"('الأطلسي', 'ايساف', 'حلف شمال الاطلسي', 'ايساف')","('قتل', 'قتلت', 'قتل', 'قتلوا')","('مدنياً', 'مدنيا', 'مدنياً', 'مدنياً')","('غازي اباد',)","('كونار', 'كونار', 'كونار', 'كونار')"
157,20180422_4965.txt,"('داعش',)","('الهجوم الإرهابي', 'الهجوم', 'استهدف', 'وفاة', 'إصابة')","('مركز لتسجيل الناخبين', 'مركزا لتسجيل الناخبين', 'شخصاً')",,"('كابول', 'العاصمة الأفغانية', 'كابول')"
158,20140204_753.txt,,,,,
159,20150703_6114.txt,"('قوات الأمن الأفغانية',)","('تعتقل', 'اعتقال', 'اعتقال', 'اعتقال')","('قياديا', 'طالبان', 'قيادي', 'طالبان', 'قيادي', 'قيادي الحركة', 'قيادي', 'طالبان')","('كرزيوان',)","('فارياب',)"
160,20140523_3881.txt,"('طالبان',)","('هجوم مسلح', 'هجوم مسلح', 'إستهدف', 'صد', 'قتل', 'استهدفت', 'قتل', 'عملية إنتحارية')","('القنصلية الهندية', 'القنصلية الهندية', 'المسلحون', 'شرطيا', 'مدنيين', 'القنصلية الهندية')","('جلال أباد',)","('هرات', 'مسلحين', 'هرات')"
161,20181209_3524.txt,"('طالبان', 'القوات الخاصة الأفغانية', 'طالبان', 'القوات الخاصة الأفغانية')","('تحرير', 'سجن', 'حررت', 'سجن', 'حتفهم', 'انفجار', 'احتجزوا', 'أفرجت', 'قُتل', 'أصيب', 'القصف الجوي')","('مدنيين', 'مدنياً', 'مدنيين', 'مدنيين', 'مدنيين', 'نساء', 'أطفال', 'طالبان', 'قيادي', 'طالبان', 'أعوانه')","('سانجين', 'فايز آباد')","('هلمند', 'هيرات', 'جوزجان')"
162,20150322_2771.txt,,,,,
163,20150705_6195.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('هجوم', 'يستهدفون', 'قتل', 'هجوم', 'اصيب')","('القوات الامنية الافغانية', 'الحكومة المركزية', 'مدنيان', 'جنديان', 'اجنبيان')",,
164,20151010_9734.txt,"('قوات الأفغانية', 'الناتو', 'الشرطة', 'حلف شمال الأطلسي', 'ناتو')","('مقتل', 'إصابة', 'مقتل', 'إصابة')","('طالبان', 'مسلح')","('قندهار', 'قندهار', 'قندهار')",
165,20110731_3679.txt,,"('مصرع', 'اصابة', 'تفجير انتحاري', 'مصرع', 'اصيب', 'تفجير انتحاري', 'انفجار')","('اشخاص', 'اشخاص')","('لاشكرغاه',)","('هلمند', 'هلمند')"
166,20110512_2011.txt,"('رئيس الوزراء البريطاني',)","('سحب', 'سحب')","('القوات البريطانية', 'الجيش البريطاني')",,
167,20140321_2092.txt,"('طالبان',)","('عملية انتحارية', 'قتل', 'هجوم', 'استهدف', 'الهجوم', 'استهدف', 'قتل', 'قتل')","('انتحاريين', 'طالبان', 'شرطيين', 'مدني', 'مركزا للشرطة', 'منزل حاكم ولاية نانغاهار', 'شرطيين', 'قائد شرطة', 'مدني', 'المهاجمين')","('جلال اباد',)",
168,20141001_8455.txt,"('القوات الأمنية الأفغانية', 'الشرطة', 'الجيش', 'الاستخبارات الأفغانية', 'القوات')","('مقتل', 'عمليات', 'قتل', 'اصابة', 'عمليات', 'عمليات', 'عمليات', 'مصادرة')","('مسلحا', 'طالبان', 'مسلحا', 'طالبان', 'الأسلحة', 'طالبان')",,"('قندهار', 'نانجرهار', 'كونار', 'قندوز', 'باكتيكا', 'لوجار', 'خوست', 'لغمان')"
169,20140427_3279.txt,"('نور تراقى', 'نور تراقى')","('انقلاب', 'قتل', 'انقلاب', 'قتل', 'الانقلاب العسكرى', 'انقلاب', 'انقلاب')","('الرئيس السابق محمد داود خان',)","('كابول', 'كابول', 'كابول')",
170,20120609_3124.txt,"('مسلحون', 'طالبان', 'طالبان')","('مقتل', 'اصابة', 'هجوم', 'قتلوا', 'هجوم', 'هجوم', 'اطلاق نار')","('جنود فرنسيين', 'جنود فرنسيين', 'الجنود الفرنسيين')",,"('كابيسا', 'كابيسا')"
171,20150325_2910.txt,"('طالبان',)","('قتلى', 'جريحا', 'هجوم تفجيري', 'قتلوا', 'جرح', 'هجوم تفجيري', 'قتل', 'جريحا', 'انفجرت', 'تضررت', 'يستهدفون')","('اشخاص', 'نساء', 'اطفال', 'مقر شرطة الحي', 'آليات', 'الشرطة', 'الشرطة')","('كابول', 'كابول', 'كابول', 'كابول')",
172,20120918_3940.txt,"('طالبان', 'شرطيون', 'جنود أفغان', 'طالبان', 'شرطيون', 'جنود أفغان', 'شرطيين أفغان', 'حلف شمال الأطلسي', 'الناتو', 'الناتو', 'الناتو', 'رجال شرطة أفغان')","('هجمات', 'هجمات', 'قتل', 'قتل', 'قتلت', 'غارة', 'غارة', 'قتل', 'غارة', 'غارة', 'قتل', 'قتل', 'غارة', 'قتل', 'غارة', 'استهدفت', 'قتل')","('قوات الحلف الأطلسي', 'قوات الحلف الأطلسي', 'إيساف', 'عسكريين أجانب', 'نساء أفغانيات', 'مسلحًا', 'المدنيين', 'المدنيين', 'النسوة', 'مدنيين', 'المسلحين', 'جنود أميركيين')","('لغمان', 'لغمان')","('زابول',)"
173,20120516_1502.txt,,,,,
174,20110826_4202.txt,,,,,
175,20150813_7671.txt,,,,,
176,20151115_11201.txt,,,,,
177,20141120_10199.txt,,,,,
178,20110801_3795.txt,"('انتحارياً',)","('مقتل', 'هجوم انتحاري', 'مقتل', 'مقتل', 'إصابة', 'مقتل', 'إصابة')","('شرطياً أفغانياً', 'شرطياً', 'طفل', 'شرطياً', 'طفل', 'شرطياً', 'حراس')","('لشكركاه', 'لشكركاه', 'مقور')","('هلمند', 'هلمند', 'هلمند', 'هلمند', 'هلمند')"
179,20150720_6606.txt,"('أميركية', 'حلف شمال الاطلسي', 'مروحيتين اميركيتين', 'طائرات حربية أميركية', 'قوة ايساف', 'حلف الاطلسي')","('تودي بحياة', 'قتلوا', 'ضربة', 'ضربة', 'هاجمتا', 'دمر', 'قتل', 'ضربات', 'مستهدفة', 'الضربة الجوية', 'الهجوم', 'قتل', 'اصيب', 'صاروخ', 'اطلقته')","('جنديا أفغانيا', 'جنديا أفغانيا', 'معسكر للجيش', 'جيش الافغاني', 'جنديا', 'جنديا افغانيا', 'طالبان', 'متطرفين', 'طالبان', 'جيش الافغاني', 'قوات عسكرية', 'جنود أفغان', 'جيش الافغاني', 'طالبان')","('بركي برك',)","('لوغار', 'لوغار', 'لوغار')"
180,20140527_4029.txt,,,,,
181,20180124_1221.txt,"('مسلحين',)","('هجوم', 'هجوم', 'استهدف', 'اصابة', 'اقتحام')","('منظمة حقوقية دولية', 'شخصا', 'مكتب منظمة انقاذ الطفولة')","('جلال اباد', 'جلال اباد', 'جلال اباد')","('نانجارهار',)"
182,20180309_3629.txt,"('انتحاري', 'تنظيم الدولة الاسلامية', 'طالبان', 'انتحاري', 'التنظيم الجهادي', 'طالبان', 'التنظيم الجهادي', 'تنظيم الدولة الاسلامية', 'انتحاري', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'تنظيم الدولة الاسلامية')","('قتل', 'تفجير انتحاري', 'استهدف', 'فجر', 'قتلى', 'جريحا', 'الهجوم', 'قتل', 'الهجوم', 'قتلى', 'أصيب', 'التفجير', 'قتل', 'فجر', 'هجمات', 'استهداف', 'تستهدف', 'استهدف', 'التفجير', 'هجوم', 'تفجير', 'هجمات', 'قتل', 'هجمات', 'هجوم', 'تفجير', 'قتل', 'اصيب', 'اعتداءات', 'تفجيرات انتحارية', 'قتل', 'اصيب', 'العنف')","('تجمع', 'شيعة', 'حي شيعي', 'شرطيين', 'المدنيين', 'شخصا', 'تجمع', 'الزعيم الشيعي', 'الهزارة', 'عبد العلي مزاري', 'تجمع', 'حاجز للشرطة', 'تجمع', 'المدنيين', 'الاقلية الشيعية', 'قوات الامن المحلية', 'قوات الامن المحلية والاجنبية', 'شيعة', 'موكب للسفارة الاسترالية', 'مدنيون', 'شخصا', 'فندق', 'عربة اسعاف', 'مدني', 'مدني')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
183,20150703_6119.txt,"('القوات الباكستانية',)","('قصف', 'قصفت')",,,"('بكتيكا',)"
184,20110620_2753.txt,,,,,
185,20140904_7000.txt,"('طالبان', 'طالبان', 'القوات الأمنية')","('مقتل', 'قتل', 'هجوم', 'هجوم', 'قتل')","('جنود', 'جنود أفغان', 'نقطة تفتيش', 'المسلحين')",,"('كونار', 'كونار')"
186,20180228_2916.txt,"('طالبان', 'طالبان', 'طالبان')","('ستدمر', 'تحذر', 'استهداف', 'سيطرة')","('خط الانابيب', 'المشروع', 'أنابيب الغاز')",,
187,20170308_2947.txt,"('القوات الخاصة للشرطة', 'قوات الأمن', 'المهاجمين', 'تنظيم الدولة الإرهابي', 'المسلحين', 'المهاجمين', 'المهاجمون')","('مصرع', 'إصابة', 'هجوم', 'قتل', 'أصيب', 'جروح', 'هجوم', 'هجوم', 'استهدف', 'الاشتباكات', 'قتل', 'إصابة', 'جروح', 'هجوم', 'إصابة', 'هجوم', 'فجر', 'إطلاق النار', 'مصرع', 'إصابة', 'هجوم')","('مستشفى عسكري', 'مستشفى عسكري', 'مستشفى عسكري', 'مستشفى', 'مستشفى ""سردار محمد داود خان العسكري""', 'مستشفى', 'مستشفى عسكري')","('وزير أكبر خان', 'كابول', 'كابل')",
188,20120930_4138.txt,"('جندي افغاني', 'قوات الامن الافغانية', 'الجيش الأفغاني', 'إيساف')","('يقتل', 'قتلا', 'أصيبوا')","('جنديا', 'مدنيا', 'حلف الاطلسي', 'مدنيا', 'الجيش الأفغاني')",,
189,20110818_4104.txt,"('طالبان',)","('مقتل', 'قتل', 'اصيب', 'قتل')","('مدنيا', 'مدنيا', 'نساء', 'اطفال', 'مدنيين', 'نساء', 'اطفال')",,"('هرات', 'هرات', 'هرات')"
190,20180521_6361.txt,"('طالبان', 'حركة طالبان', 'تنظيم داعش', 'طالبان', 'جيش', 'طالبان', 'مسلحين', 'خبراء إزالة ألغام', 'الجيش الأفغاني', 'جيش')","('تتوعد بهجمات', 'هجمات', 'أعلنت أنها تخطط لشن مزيد من الهجمات', 'هجمات', 'هجمات', 'تخطط لاعتداءات', 'قتل', 'قتلوا', 'تمشيط', 'قتل', 'غارة جوية', 'غارة', 'قتل')","('مسلحين', 'مدنيين', 'مواقع العدو العسكرية والاستخباراتية', 'مدنيين', 'خبراء إزالة ألغام', 'مسلحين', 'مسلحين', 'حركة طالبان', 'حركة طالبان', 'قيادي', 'حركة طالبان', 'الملا «دين محمد»', 'دين محمد', 'مسلحي الحركة')","('كابول', 'كابول', 'كابول', 'العاصمة', 'العاصمة', 'كابول')","('قندهار', 'فرح', 'فرح')"
191,20140810_6334.txt,,"('مصرع', 'هجوم انتحاري', 'مصرع', 'أصيب', 'هجوم انتحاري', 'استهدف', 'قتلوا', 'أصيب', 'تفجير', 'استهدف', 'أصيب', 'الهجوم', 'الهجوم', 'الهجوم')","('مدنيين', 'الناتو', 'مدنيين', 'ايساف', 'مدنيين', 'ايساف', 'جنود', 'ايساف')","('كابول', 'كابول')",
192,20110623_2804.txt,,,,,
193,20181007_317.txt,"('طالبان', 'المسلحين', 'طالبان', 'قوات أمن', 'طالبان', 'ذبيح الله مجاهد', 'المسلحين')","('مقتل', 'مقتل', 'اشتباكات', 'نار', 'قتلوا', 'قتل', 'هجوم', 'دمروا', 'منعوا الدخول', 'هجوم', 'سيطروا', 'قتلوا', 'استولوا', 'مقتل')","('عناصر الشرطة', 'رجال الشرطة', 'مبنى حكومي', 'مدير شرطة', 'رجال شرطة', 'رجال الشرطة', 'مساكن', 'نقاط التفتيش', 'الأحياء المحلية', 'المسلحين', 'منطقة', 'نقاط التفتيش', 'أفراد قوات الأمن', 'الأسلحة', 'الذخيرة', 'المركبات', 'عناصر الشرطة')","('سيد آباد', 'سيد آباد')","('وردك',)"
194,20170308_3026.txt,"('القوات الأمنية', 'قوات الأمن', 'المسلحين', 'داعش')","('هجوم', 'هجوم', 'استهدف', 'قتيلاً', 'هجوم', 'سيطرة', 'قتل', 'المهاجمين', 'هاجمت', 'المهاجمين', 'تفجير', 'إطلاق النار', 'هجوم')","('المستشفى', 'مستشفى عسكريا', 'المستشفى', 'مستشفى سردار محمد داود خان', 'المستشفى')","('كابول', 'العاصمة الأفغانية', 'كابول', 'وزير أكبر خان', 'كابل')",
195,20180531_6671.txt,"('طالبان', 'طالبان', 'القوات الخاصة الأفغانية', 'القوات الخاصة الأفغانية', 'طالبان')","('مقتل', 'تحرير', 'قُتل', 'أصيب', 'تحرير', 'تحرير', 'مصادرة')","('مسلحين', 'أشخاص', 'مسلحين', 'آخر', 'أشخاص', 'أشخاص', 'دراجات نارية', 'أسلحة', 'عبوات ناسفة', 'ذخائر', 'مسلحين')","('كاجاكي',)","('هلمند', 'هلمند')"
196,20140520_3810.txt,"('جنود', 'الجيش الوطني الأفغاني')","('مقتل', 'هجمات', 'قتل', 'تفجيرات', 'استشهدوا', 'هجمات', 'هجمات')","('جنود', 'جنود', 'الجيش الأفغاني', 'طالبان', 'طالبان')",,
197,20120102_2094.txt,,,,,
198,20120706_2322.txt,,,,,
199,20110530_2358.txt,,,,,
200,20150622_5727.txt,"('الشرطة الأفغانية', 'طالبان', 'طالبان', 'القوات الأمنية', 'انتحاري', 'قوات الامن', 'طالبان', 'القوات الأمنية', 'طالبان')","('هجوم', 'مقتل', 'حصار', 'مقتل', 'اقتحام', 'قتلت', 'اشتباكات', 'هجوم', 'فجر', 'تحصن', 'قتلت', 'هاجموا', 'المعركة', 'استولوا', 'هجوم')","('البرلمان الأفغاني', 'طالبان', 'البرلمان الأفغاني', 'المهاجمين', 'البرلمان', 'طالبان', 'المسلحين')","('داشت ارشي', 'شاهار دارا')","('قندوز', 'قندوز')"
201,20140506_3457.txt,"('القوات الأفغانية', 'السلطات الأمنية الافغانية', 'قوات الأمن الوطنى')","('تقتل', 'قتلت', 'مصرع', 'اصيبوا')","('مسلحي طالبان', 'طالبان', 'طالبان', 'حاكم الظل', 'مسلحى', 'طالبان', 'حاكم الظل', 'مسلحا', 'طالبان')","('بوردول', 'جانال', 'جيلان')","('غزنى',)"
202,20180517_6100.txt,"('طالبان', 'طالبان', 'مسلحون', 'طالبان', 'انتحاريين', 'طالبان', 'مسلحين', 'القوات الجوية الأفغانية', 'مسلحين', 'طالبان')","('اشتباكات', 'اشتباكات', 'هاجم', 'يختبئون', 'فجروا', 'اشتباك', 'استهدفوا', 'اشتباكات', 'هاجم', 'هاجموا', 'مقتل')","('القوات الأفغانية', 'القوات الحكومية', 'القوات الأمنية', 'منازل المدنيين', 'مقر للشرطة', 'مباني حكومية', 'القوات الحكومية', 'الشرطة', 'عضو بمجلس الإقليم', 'المسلحين', 'أفراد', 'أفراد القوات الأمنية', 'القوات الأمنية')",,"('إقليم فراه', 'فراه', 'مدينة فراه', 'فراه', 'مدينة فراه', 'فراه')"
203,20170423_4869.txt,,"('الهجوم', 'هجوم', 'استهدف', 'القتلى', 'الجرحى')","('قاعدة عسكرية', 'قاعدة عسكرية')",,"('بلخ', 'بلخ')"
204,20180525_6525.txt,"('الرئيس السابق لجهاز المخابرات', 'أمر الله صالح', 'أمر الله صالح', 'الرئيس السابق للمخابرات', 'أمر الله صالح', 'أمر الله صالح')","('لوم', 'لوم', 'تفجير انتحاري')","('الحكومة الأفغانية',)",,
205,20110414_1352.txt,,,,,
206,20120224_3539.txt,,,,,
207,20150716_6550.txt,"('مسلحو',)","('مقتل', 'غارة جوية', 'غارة جوية', 'مقتل', 'الغارة', 'استهدفت', 'هجوم')","('مسلحين', 'حقاني', 'حقاني', 'شرطة الأفغانية')",,"('ميدان ورداك', 'ميدان ورداك')"
208,20181028_1251.txt,"('قوات خاصة',)","('مقتل', 'مداهمة', 'داهمت', 'مقتل', 'تدمير', 'اعتقال')","('طالبان', 'طالبان', 'مسلحي الحركة', 'مستودع', 'عنصر', 'خبيرًا', 'خبيرًا في إنتاج العبوات الناسفة', 'آخرين')","('خوجياني', 'خوجياني')","('ننكارهار', 'ننكارهار')"
209,2012011003.txt,,,,,
210,20150419_3815.txt,"('داعش', 'القاعدة', 'طالبان', 'داعش', 'طالبان', 'القاعدة', 'عناصر مسلحة', 'القاعدة', 'طالبان')","('الاعتداء الانتحاري', 'قتيلا', 'مبايعة')",,,
211,20180603_6705.txt,"('الحروب', 'الحروب', 'الحروب')","('محرومون من التعليم', 'خارج المدارس', 'خارج المدارس', 'محرومون من التعليم', 'المحرومين من التعليم', 'حرمان', 'حرمان', 'حرمان', 'حرمان')","('طفل', 'طفل', 'طفل', 'طفل', 'أطفال', 'أطفال', 'أطفال', 'الفتيات', 'الفتيات', 'أطفال', 'أطفال')",,
212,20180228_3067.txt,,,,,
213,20170228_2663.txt,"('القوات الاميركية', 'طالبان', 'القوات الاميركية', 'قوات الدفاع الوطنية الافغانية', 'القوات الاميركية', 'طالبان', 'طالبان', 'متمردين', 'طالبان', 'القوات الافغانية', 'الحلف الاطلسي', 'طالبان')","('قتل', 'غارة', 'قتل', 'غارة', 'غارة جوية', 'غارة', 'قتل', 'قتل', 'استهدفت', 'غارة', 'قتل', 'قتل', 'قتل', 'روعوا', 'هجومات', 'سيطرت', 'طردتهم', 'قتل', 'غارة')","('قيادي', 'طالبان', 'قيادي', 'الملا سلام', 'المتمردين', 'الملا عبد السلام اخوند', 'طالبان', 'الملا سلام', 'طالبان', 'اهالي', 'قيادي')","('قندوز', 'دشتي ارشي')","('قندوز', 'قندوز', 'قندوز', 'قندوز', 'قندوز', 'قندوز', 'قندوز', 'قندوز')"
214,20151210_12200.txt,"('القوات الافغانية', 'طالبان', 'القوات الحكومية', 'طالبان', 'طالبان')","('القتال', 'اطلاق القذائف', 'القتال', 'مصرع')","('طالبان', 'مطار', 'مطار', 'مطار', 'شخصا')","('قندهار', 'قندهار', 'قندهار')",
215,20181020_818.txt,"('رجال ونساء',)","('تفجير', 'هجمات', 'تفجير', 'قتل', 'حتفهم', 'انفجار', 'قتل', 'أصيب', 'أصيب', 'انفجار', 'قتل', 'هجوماً', 'قتل', 'اغتيال', 'هجمات', 'منع دخول')","('الانتخابات', 'الانتخابات', 'الانتخابات البرلمانية', 'الانتخابات', 'شخصاً', 'مركز اقتراع', 'أشخاص', 'أشخاص', 'عناصر الشرطة', 'الانتخابات', 'الجنود', 'الانتخابات', 'قائد شرطة', 'قائد شرطة قندهار', 'الانتخابات', 'مراكز الانتخابات', 'الانتخابات', 'مفجرين انتحاريين', 'الانتخابات', 'مركز اقتراع', 'الانتخابات')","('كابول', 'كابول', 'كابول', 'قندوز')","('قندهار', 'ننكرهار', 'غور', 'بغلان', 'غزنة')"
216,20150801_7136.txt,,,,,
217,20180502_5574.txt,,"('قتل', 'إصابة', 'قتل', 'واصيب', 'الغارات الجوية', 'الغارات الجوية', 'قتل', 'إصابة')","('مسلحين', 'آخرين', 'مسلحين', 'آخران', 'مسلحين', 'مسلحين', 'آخرين')",,"('كابول', 'دخشان')"
218,20150404_3183.txt,"('الشرطة', 'الجيش الوطني')","('مقتل', 'مصرعهم', 'مكافحة الإرهاب', 'مقتل', 'إصابة', 'مقتل')","('طالبان', 'مسلحا', 'طالبان', 'مسلحا', 'طالبان', 'مسلحين', 'القيادي', 'طالبان', 'الملا فريد')",,"('طخار', 'قندوز', 'سربل', 'ميدان', 'رداك', 'فرح', 'هلمند')"
219,20150108_301.txt,,,,,
220,20180228_3248.txt,,,,,
221,20141114_9973.txt,,,,,
222,20181221_3918.txt,"('ترامب', 'ترامب', 'ترامب', 'الولايات المتحدة', 'الولايات المتحدة', 'جندي أميركي', 'جندي', 'ترامب', 'زلماي خليل زاد', 'خليل زاد', 'ترامب', 'ترامب', 'ترامب', 'الولايات المتحدة', 'ترامب', 'ترامب')","('ينهي مهام', 'سحب', 'سحب', 'سحب', 'تنشر', 'سيعودون', 'التقى', 'سحب', 'زيادة')","('جندي', 'قوات', 'طالبان', 'الجنود الأميركيين', 'الجنود الأميركيين', 'طالبان', 'ألف جندي', 'جندي', 'قوات', 'قوات', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'قوات', 'الجنود الأميركيين', 'قوات', 'قوات', 'طالبان', 'جندي', 'القوات الأميركية', 'قوات')",,
